Timestamp,F3 Value,F3 Quality,FC5 Value,5C5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,X Value,Y Value,Z Value
2018-08-28 16:48:59.999276,25,656,51,2216,-124,0,-127,24,62,4880,54,7168,-21,7392,13,1144,-60,5336,-97,0,16,6512,-69,3568,-153,5272,22,23,?
2018-08-28 16:49:00.007289,31,656,57,2216,-124,0,-127,24,68,4880,61,7168,4,7392,27,1144,-37,5336,-97,0,14,6512,-69,3568,-147,5272,22,23,?
2018-08-28 16:49:00.015274,42,656,61,2216,-124,0,-126,24,64,4880,69,7168,-21,7392,5,1144,-15,5336,-97,0,18,6512,-67,3568,-137,5272,22,23,?
2018-08-28 16:49:00.023277,29,656,57,2216,-121,0,-127,24,60,4880,57,7168,-45,7392,-18,1144,-83,5336,-97,0,15,6512,-65,3568,-144,5272,22,23,?
2018-08-28 16:49:00.031288,24,656,59,2216,-123,0,-127,24,64,4880,43,7168,-28,7392,4,1144,-19,5336,-97,0,15,6512,-66,3568,-142,5272,22,23,?
2018-08-28 16:49:00.039279,34,656,67,2216,-124,0,-127,24,69,4880,52,7168,-7,7392,30,1144,67,5336,-97,0,23,6512,-64,3568,-128,5272,22,23,?
2018-08-28 16:49:00.046286,30,656,61,2216,-120,0,-126,24,65,4880,63,7168,-7,7392,18,1144,1,5336,-97,0,18,6512,-64,3568,-131,5272,22,23,?
2018-08-28 16:49:00.054327,21,640,55,2216,-121,0,-127,24,60,4880,60,7168,-8,7392,17,1144,-25,5336,-97,0,11,6512,-65,3568,-143,5272,22,23,?
2018-08-28 16:49:00.062325,25,640,54,2208,-124,0,-128,24,62,4880,60,7168,-5,7392,29,1144,5,5336,-97,0,23,6512,-66,3568,-143,5272,22,23,?
2018-08-28 16:49:00.070274,28,640,45,2208,-120,0,-123,24,66,4880,65,7168,-16,7392,14,1144,-24,5336,-97,0,27,6512,-65,3568,-142,5272,22,24,?
2018-08-28 16:49:00.078276,6,640,30,2208,-121,0,-122,24,55,4880,48,7168,-37,7392,-10,1144,-29,5336,-98,0,-4,6512,-67,3568,-159,5272,22,24,?
2018-08-28 16:49:00.086341,-1,640,24,2208,-122,0,-126,16,44,4880,34,7168,-16,7392,-1,1144,2,5336,-97,0,-13,6512,-69,3568,-156,5272,22,24,?
2018-08-28 16:49:00.094342,27,640,36,2208,-119,0,-126,16,49,5944,59,7168,13,7392,12,1144,-12,5336,-97,0,17,6512,-66,3568,-130,5272,21,24,?
2018-08-28 16:49:00.102344,29,640,37,2208,-119,0,-121,16,62,5944,83,7192,-21,7392,-1,1144,-15,5336,-98,0,26,6512,-61,3568,-128,5272,21,24,?
2018-08-28 16:49:00.109295,7,640,23,2208,-125,0,-121,16,67,5944,50,7192,-49,7408,-9,1144,-11,5336,-100,0,16,6512,-62,3568,-143,5272,21,24,?
2018-08-28 16:49:00.117278,24,640,37,2208,-128,0,-126,16,49,5944,22,7192,-29,7408,-1,1136,-37,5336,-100,0,34,6512,-65,3568,-135,5272,22,24,?
2018-08-28 16:49:00.125277,47,640,62,2208,-124,0,-127,16,40,5944,42,7192,-29,7408,6,1136,-25,5328,-100,0,54,6512,-61,3568,-122,5272,22,24,?
2018-08-28 16:49:00.133273,30,640,56,2208,-123,0,-126,16,54,5944,47,7192,-42,7408,3,1136,41,5328,-100,24,37,6512,-61,3568,-127,5272,22,24,?
2018-08-28 16:49:00.141282,23,640,48,2208,-124,0,-126,16,63,5944,29,7192,-16,7408,3,1136,54,5328,-100,24,21,6504,-67,3568,-136,5272,22,24,?
2018-08-28 16:49:00.149277,34,640,48,2208,-120,0,-124,16,52,5944,29,7192,-9,7408,5,1136,-8,5328,-100,24,17,6504,-66,3560,-146,5272,22,24,?
2018-08-28 16:49:00.157277,25,640,33,2208,-117,0,-124,16,39,5944,36,7192,-24,7408,0,1136,-27,5328,-100,24,-4,6504,-63,3560,-154,5248,22,24,?
2018-08-28 16:49:00.164277,19,640,21,2208,-121,0,-126,16,46,5944,29,7192,-15,7408,1,1136,-34,5328,-100,8,-1,6504,-64,3560,-137,5248,22,24,?
2018-08-28 16:49:00.173276,32,640,34,2208,-124,0,-128,16,57,5944,39,7192,-11,7408,3,1136,-68,5328,-100,8,28,6520,-66,3560,-127,5248,21,23,?
2018-08-28 16:49:00.180283,33,640,40,2208,-121,0,-126,16,45,5944,48,7192,-21,7408,2,1136,-18,5328,-100,8,23,6520,-65,3560,-141,5248,21,23,?
2018-08-28 16:49:00.188279,15,640,23,2208,-124,0,-124,16,27,5944,31,7192,-12,7408,1,1136,27,5328,-100,8,5,6520,-65,3560,-151,5248,21,23,?
2018-08-28 16:49:00.196276,-2,640,7,2208,-129,0,-125,16,37,5944,37,7192,-4,7408,1,1136,-12,5328,-100,8,0,6520,-66,3560,-153,5248,21,23,?
2018-08-28 16:49:00.204262,-1,640,17,2208,-123,0,-126,16,63,5944,65,7192,-8,7408,4,1136,-31,5328,-99,8,7,6520,-65,3560,-149,5248,21,23,?
2018-08-28 16:49:00.212316,15,640,33,2208,-121,0,-127,16,56,5944,60,7192,-7,7408,10,1136,-14,5328,-100,8,22,6520,-63,3560,-144,5248,21,23,?
2018-08-28 16:49:00.220290,14,640,24,2208,-126,0,-128,16,35,5944,28,7192,-20,7408,2,1136,-23,5328,-100,8,18,6520,-64,3560,-149,5248,21,23,?
2018-08-28 16:49:00.228269,-3,640,7,2208,-124,0,-126,16,44,5944,28,7192,-38,7408,-8,1136,-21,5328,-97,8,-2,6520,-66,3560,-158,5248,21,24,?
2018-08-28 16:49:00.235267,-13,640,1,2208,-122,0,-125,16,52,5944,43,7192,-31,7408,-5,1136,4,5328,-95,8,-15,6520,-68,3560,-158,5248,21,24,?
2018-08-28 16:49:00.243277,-3,640,14,2208,-122,0,-124,16,41,5944,55,7192,-14,7408,7,1136,3,5328,-97,8,4,6520,-68,3560,-148,5248,21,24,?
2018-08-28 16:49:00.251263,17,640,31,2208,-120,0,-123,16,45,5944,66,7192,-17,7408,9,1136,-5,5328,-98,8,26,6520,-65,3560,-142,5248,21,24,?
2018-08-28 16:49:00.259264,1,640,12,2208,-120,0,-124,16,49,5944,40,7192,-36,7408,-1,1136,-43,5328,-98,8,10,6520,-66,3560,-151,5248,21,25,?
2018-08-28 16:49:00.267272,-25,640,-15,2208,-121,0,-126,16,37,5944,19,7192,-41,7408,-10,1136,-90,5328,-97,8,-10,6520,-66,3560,-164,5248,21,25,?
2018-08-28 16:49:00.275264,3,640,13,2208,-118,0,-127,16,42,5944,49,7192,-24,7408,0,1136,-39,5328,-97,8,13,6520,-61,3560,-142,5248,21,24,?
2018-08-28 16:49:00.283272,45,640,55,2208,-117,0,-126,16,44,5944,63,7192,-14,7408,5,1136,23,5328,-100,8,42,6520,-61,3560,-124,5248,21,24,?
2018-08-28 16:49:00.290266,34,640,55,2208,-125,0,-125,16,24,5944,39,7192,-21,7408,-1,1136,23,5328,-100,8,30,6520,-66,3560,-151,5248,21,24,?
2018-08-28 16:49:00.299261,20,640,55,2208,-128,0,-124,16,18,5944,37,7192,-26,7408,6,1136,-3,5328,-96,8,39,6520,-63,3560,-152,5248,21,24,?
2018-08-28 16:49:00.307261,39,640,74,2208,-121,0,-124,16,21,5944,44,7192,-34,7408,0,1136,-30,5328,-95,8,80,6520,-58,3560,-123,5248,21,24,?
2018-08-28 16:49:00.314259,46,640,86,2208,-122,0,-126,16,8,5944,24,7192,-38,7408,-22,1136,-38,5328,-98,8,88,6520,-61,3560,-134,5248,21,24,?
2018-08-28 16:49:00.322270,50,640,98,2208,-124,0,-125,16,2,5944,18,7192,-25,7408,-13,1136,-23,5328,-98,8,92,6520,-61,3560,-146,5248,21,24,?
2018-08-28 16:49:00.330264,68,640,132,2208,-124,0,-123,16,22,5944,34,7192,-17,7408,9,1136,16,5328,-97,8,135,6520,-58,3560,-124,5248,21,23,?
2018-08-28 16:49:00.338259,71,640,157,2208,-123,0,-123,16,27,5944,35,7192,-25,7408,3,1136,-8,5328,-98,8,165,6520,-59,3560,-120,5248,21,23,?
2018-08-28 16:49:00.346280,66,640,155,2208,-122,0,-124,16,12,5944,27,7192,-28,7408,-6,1136,-69,5328,-99,8,161,6520,-60,3560,-129,5248,20,23,?
2018-08-28 16:49:00.354265,85,640,173,2208,-121,0,-125,16,4,5944,33,7192,-30,7408,-7,1136,-31,5328,-100,8,171,6520,-60,3560,-122,5248,20,22,?
2018-08-28 16:49:00.362266,95,640,201,2208,-123,0,-124,16,11,5944,35,7192,-36,7408,-11,1136,52,5328,-100,8,184,6520,-60,3560,-126,5248,20,22,?
2018-08-28 16:49:00.370259,73,640,184,2208,-121,0,-124,16,17,5944,13,7192,-27,7408,-5,1136,0,5328,-100,8,171,6520,-59,3560,-136,5248,20,22,?
2018-08-28 16:49:00.377258,54,640,149,2208,-122,0,-125,16,14,5944,-3,7192,-23,7408,-9,1136,-78,5328,-100,8,150,6520,-61,3560,-144,5248,20,22,?
2018-08-28 16:49:00.385268,61,640,146,2208,-121,0,-127,16,25,5944,16,7192,-30,7408,-18,1136,-7,5328,-100,8,152,6520,-63,3560,-145,5248,20,22,?
2018-08-28 16:49:00.393271,67,640,143,2208,-117,0,-127,16,24,5944,30,7192,-25,7408,-12,1136,8,5328,-100,8,161,6520,-63,3560,-138,5248,20,22,?
2018-08-28 16:49:00.401279,47,640,116,2208,-122,0,-127,16,14,5944,22,7192,-24,7408,-2,1136,-56,5328,-100,8,141,6520,-66,3560,-143,5248,21,22,?
2018-08-28 16:49:00.409275,29,640,96,2208,-126,0,-127,16,15,5944,22,7192,-30,7408,-4,1136,-18,5328,-100,8,120,6520,-71,3560,-156,5248,21,22,?
2018-08-28 16:49:00.417257,27,640,81,2208,-121,0,-127,16,12,5944,22,7192,-31,7408,-20,1136,-8,5328,-100,8,112,6520,-72,3560,-158,5248,21,22,?
2018-08-28 16:49:00.425251,24,640,69,2208,-118,0,-127,16,1,5944,16,7192,-34,7408,-36,1136,-78,5328,-100,8,107,6520,-76,3560,-147,5248,21,22,?
2018-08-28 16:49:00.433255,6,640,57,2208,-123,0,-127,16,-6,5944,27,7192,-35,7408,-26,1136,-61,5328,-99,8,88,6520,-87,3560,-148,5248,22,22,?
2018-08-28 16:49:00.440255,-10,640,36,2208,-124,0,-127,16,4,5944,36,7192,-27,7408,-4,1136,-25,5328,-100,8,57,6520,-89,3560,-161,5248,22,22,?
2018-08-28 16:49:00.448262,5,640,38,2208,-123,0,-127,16,6,5944,28,7192,-27,7408,-6,1136,-51,5328,-100,8,49,6520,-74,3560,-160,5248,22,22,?
2018-08-28 16:49:00.456249,32,640,54,2208,-125,0,-127,16,2,5944,30,7192,-28,7408,-8,1136,-43,5328,-97,8,75,6520,-60,3560,-143,5248,23,22,?
2018-08-28 16:49:00.464251,29,640,44,2208,-125,0,-127,16,2,5944,32,7192,-19,7408,2,1136,-12,5328,-95,8,98,6520,-62,3560,-141,5248,23,22,?
2018-08-28 16:49:00.472252,11,640,21,2208,-126,0,-127,16,1,5944,21,7192,-29,7408,0,1136,-5,5328,-97,8,89,6520,-67,3560,-155,5248,23,23,?
2018-08-28 16:49:00.480250,20,640,27,2208,-125,0,-127,16,0,5944,23,7192,-35,7408,-6,1136,6,5328,-98,8,70,6520,-66,3560,-155,5248,23,23,?
2018-08-28 16:49:00.488249,39,640,50,2208,-119,0,-127,16,-3,5944,26,7192,-9,7408,1,1136,-3,5328,-97,8,66,6520,-63,3560,-146,5248,23,23,?
2018-08-28 16:49:00.496263,30,640,48,2208,-122,0,-127,16,0,5944,22,7192,-7,7408,3,1136,-31,5328,-98,8,65,6520,-64,3560,-149,5248,23,23,?
2018-08-28 16:49:00.504276,3,640,22,2208,-125,0,-127,16,3,5944,24,7192,-43,7408,-16,1136,-36,5328,-98,8,49,6520,-65,3560,-163,5248,23,24,?
2018-08-28 16:49:00.511250,-11,640,8,2208,-116,0,-126,16,8,5944,25,7192,-54,7408,-22,1136,-38,5328,-98,8,29,6520,-67,3560,-168,5248,23,24,?
2018-08-28 16:49:00.519254,-7,640,9,2208,-116,0,-124,16,8,5944,20,7192,-36,7408,-7,1136,-50,5328,-98,8,23,6520,-67,3560,-161,5248,23,24,?
2018-08-28 16:49:00.527253,-3,640,-3,2208,-123,0,-124,16,0,5944,24,7192,-13,7408,0,1136,-36,5328,-98,8,31,6520,-66,3560,-152,5248,23,24,?
2018-08-28 16:49:00.535254,-3,640,0,2208,-123,0,-128,16,-9,5944,33,7192,7,7408,5,1136,0,5328,-98,8,36,6520,-64,3560,-151,5248,23,24,?
2018-08-28 16:49:00.543525,-5,640,15,2208,-121,0,-127,16,-3,5944,39,7192,-5,7408,6,1136,-2,5328,-98,8,26,6520,-66,3560,-161,5248,22,24,?
2018-08-28 16:49:00.551248,-5,640,9,2208,-123,0,-125,16,8,5944,40,7192,-28,7408,0,1136,-23,5328,-98,8,18,6520,-67,3560,-165,5248,22,24,?
2018-08-28 16:49:00.559267,3,656,0,2208,-125,0,-127,16,-1,5944,38,7192,-20,7408,4,1136,-12,5328,-98,8,30,6520,-65,3560,-154,5248,22,24,?
2018-08-28 16:49:00.566249,1,656,-1,2224,-121,0,-126,16,-12,5944,30,7192,-19,7408,9,1136,0,5328,-98,8,28,6520,-66,3560,-147,5248,22,24,?
2018-08-28 16:49:00.574249,-9,656,-8,2224,-119,0,-123,16,-4,5944,20,7192,-40,7408,-13,1136,-27,5328,-98,8,-1,6520,-67,3560,-157,5248,22,24,?
2018-08-28 16:49:00.582258,-7,656,-4,2224,-120,16,-123,16,-2,5944,6,7192,-39,7408,-32,1136,-61,5328,-98,8,-2,6520,-63,3560,-160,5248,22,24,?
2018-08-28 16:49:00.590251,3,656,2,2224,-123,16,-125,24,-19,5944,-1,7192,-28,7408,-17,1136,-57,5328,-98,8,30,6520,-64,3560,-151,5248,22,24,?
2018-08-28 16:49:00.598251,16,656,-8,2224,-121,16,-125,24,-27,5200,14,7192,-26,7408,2,1136,-20,5328,-98,8,45,6520,-67,3560,-148,5248,22,24,?
2018-08-28 16:49:00.606252,22,656,-6,2224,-118,16,-123,24,-11,5200,31,7192,-18,7408,7,1136,15,5328,-98,8,34,6520,-63,3560,-150,5248,22,24,?
2018-08-28 16:49:00.614241,5,656,-7,2224,-124,16,-122,24,-2,5200,37,7192,-21,7400,0,1136,8,5328,-98,8,8,6520,-67,3560,-155,5248,22,24,?
2018-08-28 16:49:00.622248,-8,656,-18,2224,-125,16,-125,24,-5,5200,40,7192,-19,7400,-2,7136,-9,5328,-98,8,-2,6520,-81,3560,-157,5248,21,24,?
2018-08-28 16:49:00.630247,0,656,-11,2224,-121,16,-126,24,-3,5200,36,7192,-10,7400,1,7136,-22,3104,-98,8,13,6520,-77,3560,-152,5248,21,24,?
2018-08-28 16:49:00.637252,-4,656,-10,2224,-125,16,-125,24,-8,5200,24,7192,-21,7400,-1,7136,-43,3104,-98,0,7,6520,-64,3560,-151,5248,22,24,?
2018-08-28 16:49:00.645265,-16,656,-33,2224,-119,16,-124,24,-20,5200,18,7192,-35,7400,-7,7136,-37,3104,-98,0,-19,6640,-66,3560,-154,5248,22,24,?
2018-08-28 16:49:00.653285,-9,656,-40,2224,-111,16,-126,24,-32,5200,26,7192,-26,7400,-10,7136,-39,3104,-98,0,-18,6640,-71,2384,-155,5248,22,24,?
2018-08-28 16:49:00.661474,-4,656,-29,2224,-121,16,-129,24,-33,5200,29,7192,-22,7400,-10,7136,-61,3104,-98,0,-12,6640,-67,2384,-154,5256,22,24,?
2018-08-28 16:49:00.669271,-6,656,-32,2224,-122,16,-126,24,-15,5200,27,7192,-39,7400,-10,7136,-42,3104,-98,24,-28,6640,-65,2384,-155,5256,22,24,?
